model_name,test_loss,test_accuracy,CBFB_MYH11_accuracy,normal_accuracy,NPM1_accuracy,PML_RARA_accuracy,RUNX1_RUNX1T1_accuracy
ResNet50,0.6987491132619492,0.8831568579167692,0.8518303312027891,0.9320531757754801,0.9073969508752118,0.8739205526770294,0.8292852185981957
