model_name,test_loss,test_accuracy,CBFB_MYH11_accuracy,normal_accuracy,NPM1_accuracy,PML_RARA_accuracy,RUNX1_RUNX1T1_accuracy
LeNet5,1.5219308324882885,0.5177296232455061,0.42707728065078443,0.7740029542097489,0.45962732919254656,0.40500863557858374,0.42678695350451074
