model_name,test_loss,test_accuracy,CBFB_MYH11_accuracy,normal_accuracy,NPM1_accuracy,PML_RARA_accuracy,RUNX1_RUNX1T1_accuracy
AlexNet,0.987968371951266,0.7096774193548387,0.6165020337013364,0.8892171344165436,0.6888763410502541,0.6200345423143351,0.6655100624566274
