model_name,test_loss,test_accuracy,CBFB_MYH11_accuracy,normal_accuracy,NPM1_accuracy,PML_RARA_accuracy,RUNX1_RUNX1T1_accuracy
VGG16,0.6138581659253141,0.9253878355084955,0.89540964555491,0.9768586903003447,0.932806324110672,0.9145077720207254,0.8882720333102012
